GENESIS-Tabelle: 449-01-5-B
Bodenfläche nach Art der tatsächlichen Nutzung;;;;;;;;;;;;;;;;;;;;
- Stichtag 31.12. - regionale Ebenen;;;;;;;;;;;;;;;;;;;;
Flächenerhebung nach Art der tatsächlichen Nutzung;;;;;;;;;;;;;;;;;;;;
31.12.2012;;;;;;;;;;;;;;;;;;;;
;;Bodenfläche;Bodenfläche;Bodenfläche;Bodenfläche;Bodenfläche;Bodenfläche;Bodenfläche;Bodenfläche;Bodenfläche;Bodenfläche;Bodenfläche;Bodenfläche;Bodenfläche;Bodenfläche;Bodenfläche;Bodenfläche;Bodenfläche;Bodenfläche;Bodenfläche
;;;Siedlungs- und Verkehrsfläche;Gebäude- und Freifläche;Gebäude- und Freifläche;Gebäude- und Freifläche;Betriebsfläche (ohne Abbauland);Erholungsfläche;Erholungsfläche;Friedhofsfläche;Verkehrsfläche;Verkehrsfläche;Landwirtschaftsfläche;Landwirtschaftsfläche;Landwirtschaftsfläche;Waldfläche;Wasserfläche;Abbauland;Flächen anderer Nutzung (ohne Friedhofsfläche);Flächen anderer Nutzung (ohne Friedhofsfläche)
;;;;Insgesamt;Wohnen;Gewerbe, Industrie;;Insgesamt;Grünanlage;;Insgesamt;Straße, Weg, Platz;Insgesamt;Moor;Heide;;;;Insgesamt;Unland
;;ha;ha;ha;ha;ha;ha;ha;ha;ha;ha;ha;ha;ha;ha;ha;ha;ha;ha;ha
01053111;Schnakenbek;1302;98;45;35;0;0;12;11;1;40;39;394;0;0;649;155;2;4;3
01053112;Schönberg;1478;113;70;48;5;1;3;1;0;39;39;880;0;0;462;13;0;10;10
01053113;Schretstaken;847;53;30;21;0;1;1;0;0;21;21;578;0;0;213;3;0;0;0
01053114;Schürensöhlen;275;20;11;6;0;0;0;0;0;9;9;239;0;0;12;1;0;2;2
01053115;Schulendorf;1139;72;31;23;0;0;1;1;0;40;40;840;0;0;212;12;0;2;2
01053116;Schwarzenbek;1156;538;365;230;71;9;47;39;4;113;97;293;1;0;314;3;2;5;5
01053117;Seedorf;2789;99;55;47;0;1;4;2;1;37;37;1148;0;0;624;916;1;1;1
01053118;Siebenbäumen;882;66;35;21;1;2;2;1;1;26;26;783;0;0;25;5;0;4;4
01053119;Siebeneichen;468;46;12;10;0;0;6;1;1;26;21;384;0;0;29;8;0;1;1
01053120;Sierksrade;400;31;17;14;0;1;1;0;0;12;12;341;0;0;24;3;0;0;0
01053121;Sirksfelde;863;39;15;11;0;1;1;1;0;23;23;438;26;0;360;9;15;1;1
01053122;Steinhorst;1637;69;29;21;0;7;5;1;0;27;27;958;1;0;582;28;0;0;0
01053123;Sterley;2139;143;67;38;3;5;3;3;1;68;59;1359;0;0;600;34;2;1;1
01053124;Stubben;524;42;25;14;0;0;1;1;0;16;16;474;0;0;5;2;0;0;0
01053125;Talkau;488;49;25;20;1;2;2;0;0;20;20;341;0;0;95;3;0;0;0
01053126;Tramm;675;57;23;12;2;0;0;0;0;34;33;375;3;6;235;6;0;0;0
01053127;Walksfelde;351;20;12;10;0;1;0;0;0;6;6;314;0;0;16;1;0;0;0
01053128;Wangelau;652;35;13;6;0;3;1;1;0;17;17;541;0;0;69;6;1;0;0
01053129;Wentorf bei Hamburg;687;526;313;240;41;1;121;66;14;77;74;77;0;0;76;7;0;0;0
01053130;Wentorf (Amt Sandesneben);499;60;39;26;1;0;4;1;0;18;18;426;0;0;5;8;0;0;0
01053131;Wiershop;515;63;15;13;0;30;1;1;0;17;17;419;0;0;23;2;5;4;4
01053132;Witzeeze;1046;103;42;35;0;0;12;11;0;49;43;717;0;0;154;65;0;8;8
01053133;Wohltorf;597;196;138;129;0;1;12;4;0;45;40;222;0;0;170;7;0;2;2
01053134;Woltersdorf;790;61;29;20;1;1;0;0;0;32;27;573;0;2;130;8;16;1;1
01053135;Worth;607;35;18;11;2;0;0;0;0;17;17;532;0;0;36;4;0;0;0
01053136;Ziethen;1118;87;45;28;5;0;2;0;1;39;39;678;32;0;329;23;0;0;0
01054001;Achtrup;2990;242;131;68;2;5;5;1;1;101;94;2632;0;8;59;51;0;6;6
01054002;Ahrenshöft;879;99;35;19;3;25;5;0;0;33;33;668;0;0;31;22;43;16;15
01054003;Ahrenviöl;1011;72;40;16;3;1;1;0;0;29;29;925;7;0;5;9;0;1;1
01054004;Ahrenviölfeld;729;54;23;9;1;0;1;0;0;29;24;658;63;0;11;6;0;0;0
01054005;Alkersum;907;79;35;16;3;2;3;2;0;40;40;795;0;0;4;27;1;1;1
01054006;Almdorf;570;61;30;24;1;1;0;0;0;30;26;486;0;0;8;14;0;1;1
01054007;Arlewatt;557;44;25;13;1;1;4;2;0;15;15;462;0;0;3;24;20;4;4
01054009;Aventoft;1447;97;50;29;1;0;1;1;0;45;45;1040;0;0;139;130;0;42;42
01054010;Bargum;1729;232;138;35;1;1;16;15;0;76;69;1313;0;4;131;53;0;1;1
01054011;Behrendorf;1529;104;47;17;1;4;2;1;0;50;50;1389;0;0;13;16;0;6;6
01054012;Bohmstedt;1335;117;54;27;2;2;1;0;0;60;60;1014;2;0;174;22;0;8;8
01054013;Bondelum;918;51;21;7;0;0;0;0;0;30;27;802;0;0;48;14;0;3;3
01054014;Bordelum;3471;333;149;98;3;10;20;14;1;152;139;2829;0;18;228;69;1;10;10
01054015;Borgsum;551;56;29;16;1;0;2;2;0;24;24;473;0;0;4;10;3;5;4
01054016;Bosbüll;633;48;22;8;0;1;0;0;0;25;21;571;0;0;2;13;0;0;0
01054017;Braderup;1335;114;57;36;2;6;2;1;0;48;48;1038;0;0;154;29;0;1;1
01054018;Bramstedtlund;1385;123;78;10;1;2;1;1;0;41;41;1181;0;0;45;24;11;1;1
01054019;Bredstedt;975;332;217;144;34;7;25;14;3;82;73;550;0;0;70;20;0;3;3
01054020;Breklum;1006;204;125;91;7;2;14;7;3;61;56;767;0;0;21;10;0;5;4
01054022;Dagebüll;3692;281;113;58;5;6;6;3;1;156;145;2915;0;0;3;471;0;23;23
01054023;Drage;1633;93;48;31;3;3;2;2;0;40;33;1339;0;0;11;187;0;4;4
01054024;Drelsdorf;1770;170;89;49;7;2;5;1;1;73;73;1357;0;4;222;18;0;3;3
01054025;Dunsum;272;23;10;4;0;0;1;1;0;12;12;225;0;0;4;11;0;10;10
01054026;Elisabeth-Sophien-Koog;518;27;11;2;0;0;2;2;0;14;14;466;0;0;0;15;0;10;10
01054027;Ellhöft;782;45;19;7;0;0;1;0;0;25;25;701;0;0;13;21;0;1;1
01054032;Fresendelf;260;24;14;9;3;0;1;0;0;10;10;211;0;0;11;8;0;6;6
01054033;Friedrichstadt;403;165;88;48;12;5;26;23;2;45;33;156;0;0;1;73;0;7;7
01054034;Friedrich-Wilhelm-Lübke-Koog;1349;86;45;8;2;8;0;0;0;33;33;1202;0;0;0;60;0;0;0
01054035;Garding, Kirchspiel;1489;91;45;22;0;2;3;3;0;40;37;1366;0;0;11;21;0;0;0
01054036;Garding;306;148;102;80;4;5;9;5;3;29;25;153;0;0;2;2;0;0;0
01054037;Goldebek;1018;69;34;14;1;1;1;0;0;34;34;913;0;0;23;12;0;0;0
01054038;Goldelund;1202;88;39;15;0;0;2;1;0;47;47;1050;1;2;44;18;0;2;2
01054039;Gröde;252;1;1;0;0;0;0;0;0;0;0;188;0;0;0;6;0;57;57
01054040;Grothusenkoog;327;19;9;2;0;0;0;0;0;10;10;298;0;0;0;8;0;2;2
01054041;Haselund;1279;124;70;32;6;2;2;1;0;49;49;1107;11;0;8;17;0;22;22
01054042;Hattstedt;700;174;106;90;3;4;12;2;1;51;42;492;0;1;29;5;0;0;0
01054043;Hattstedtermarsch;3526;111;43;21;0;2;0;0;0;65;52;2157;0;0;1;860;0;398;398
01054045;Högel;1628;98;45;17;1;0;2;1;0;51;51;1434;0;0;67;27;0;1;1
01054046;Hörnum (Sylt);565;160;56;42;1;3;73;7;0;29;26;1;0;0;0;6;0;398;398
01054048;Holm;400;27;11;4;1;0;1;1;0;15;13;356;0;0;7;11;0;0;0
01054050;Hallig Hooge;578;25;5;3;0;2;4;3;0;13;13;510;0;0;0;38;0;5;5
01054052;Horstedt;1170;117;56;28;3;2;2;1;0;56;56;885;0;0;50;9;0;108;108
01054054;Hude;354;36;21;12;0;1;1;0;0;14;14;289;0;0;13;13;0;3;3
01054055;Humptrup;1699;150;80;43;2;0;2;1;1;67;60;1347;0;1;79;108;0;14;14
01054056;Husum;2581;1268;825;497;88;5;147;115;13;278;233;1070;0;1;123;53;0;67;67
01054057;Immenstedt;1461;91;38;21;0;1;2;1;0;50;50;1103;28;0;157;15;0;96;96
01054059;Joldelund;1912;133;65;31;1;1;3;2;1;63;63;1669;0;1;92;12;1;6;6
01054061;Kampen (Sylt);842;194;137;118;1;2;8;7;0;48;47;206;0;102;52;53;0;336;336
01054062;Karlum;1446;107;26;14;0;7;2;0;0;71;71;886;1;1;429;22;0;2;2
01054063;Katharinenheerd;840;39;16;11;0;0;0;0;0;22;17;790;0;0;1;10;0;0;0
01054065;Klanxbüll;1063;153;55;38;0;20;1;1;1;76;39;878;0;0;6;27;0;0;0
01054068;Klixbüll;1744;186;79;49;1;8;4;1;1;93;70;1511;0;0;12;29;0;6;6
01054070;Koldenbüttel;2580;133;62;41;0;0;4;2;0;67;42;2304;0;0;4;95;0;44;44
01054071;Kolkerheide;210;13;7;3;0;0;0;0;0;6;6;186;0;0;7;1;0;3;3
01054072;Kotzenbüll;777;50;20;12;0;0;5;5;1;25;22;708;0;0;3;16;0;0;0
01054073;Ladelund;2409;215;104;52;2;28;8;2;1;75;75;2003;0;0;138;44;7;2;1
01054074;Langeneß;1157;46;26;20;1;0;1;0;0;20;18;1000;0;0;0;65;0;46;46
01054075;Langenhorn;4740;527;237;141;17;7;56;50;1;226;214;3756;2;0;332;116;1;9;9
01054076;Leck;2979;771;335;216;14;9;29;14;2;396;153;1646;12;0;467;59;4;32;32
01054077;Lexgaard;524;18;7;4;0;0;0;0;0;11;11;399;3;3;97;6;0;4;4
01054078;List;1847;220;124;91;2;5;22;4;10;60;59;103;0;2;4;16;0;1504;1504
01054079;Löwenstedt;1962;184;100;21;46;4;4;1;0;76;76;1585;31;28;142;32;4;16;16
01054080;Lütjenholm;1071;69;29;16;0;0;1;1;0;39;39;754;0;2;224;24;0;1;1
01054083;Midlum;850;58;26;14;1;0;1;0;0;31;31;712;0;0;3;33;0;45;44
01054084;Mildstedt;871;219;141;108;9;6;16;10;2;55;49;572;0;1;68;7;0;4;4
01054085;Nebel;1196;157;101;87;4;2;13;2;1;39;39;454;0;47;150;4;0;431;428
01054086;Neukirchen;3158;250;118;60;6;5;7;2;0;119;113;2570;130;0;65;238;0;35;35
01054087;Nieblum;786;172;76;61;1;0;48;7;2;46;46;514;0;2;64;10;0;27;27
01054088;Niebüll;3063;694;422;236;53;12;51;35;4;205;165;2151;0;0;32;180;0;6;5
01054089;Norddorf auf Amrum;590;62;39;28;1;1;4;1;0;18;18;131;0;9;25;8;0;364;364
01054090;Norderfriedrichskoog;531;32;14;2;0;0;0;0;0;18;18;487;0;0;0;6;0;6;6
01054091;Nordstrand;5721;357;201;115;14;6;11;6;2;136;133;4070;0;0;8;524;0;762;762
01054092;Norstedt;1350;80;36;12;0;1;1;1;0;42;42;1141;0;0;119;7;0;2;2
01054093;Ockholm;1864;110;42;24;3;0;1;0;0;66;64;1266;0;0;1;475;0;13;13
01054094;Oevenum;1087;74;28;15;0;2;2;2;0;42;42;941;0;0;15;43;0;13;13
01054095;Oldenswort;4584;233;112;66;2;2;5;2;1;113;101;4146;0;0;8;174;0;22;22
01054096;Oldersbek;1082;97;44;24;1;4;1;0;0;47;45;954;1;0;14;10;0;6;6
01054097;Olderup;994;82;41;14;11;1;8;0;1;32;32;874;0;1;6;8;0;23;23
01054098;Oldsum;1331;105;40;22;2;1;5;5;0;60;60;1115;0;0;6;43;0;61;61
01054099;Ostenfeld (Husum);2767;203;94;55;3;4;18;8;1;86;86;2113;17;0;401;42;0;8;7
01054100;Osterhever;1846;150;48;24;0;0;37;37;0;63;50;1631;0;0;2;22;0;42;42
01054101;Oster-Ohrstedt;1129;114;55;24;6;5;4;1;0;49;42;881;0;0;126;8;0;1;1
01054103;Pellworm;3744;240;135;70;5;7;8;4;2;89;84;3354;48;0;1;79;0;69;69
01054104;Poppenbüll;1552;85;38;13;0;0;5;5;0;41;41;1444;0;0;2;18;0;3;3
01054105;Ramstedt;542;57;32;22;0;1;3;2;0;21;18;447;0;0;22;13;0;2;2
01054106;Rantrum;1369;179;93;57;5;10;9;2;0;67;63;1138;0;0;31;13;0;8;5
01054107;Rantum (Sylt);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
01054108;Reußenköge;4591;186;79;16;6;15;0;0;0;91;91;3609;0;0;0;596;0;201;201
01054109;Risum-Lindholm;3603;461;249;149;15;21;11;3;2;179;169;2993;1;1;23;122;0;3;3
01054110;Rodenäs;1984;116;50;32;2;5;2;1;0;59;58;1620;0;0;2;143;0;103;102
01054113;Sankt Peter-Ording;2832;555;311;235;8;6;95;33;2;140;129;1592;0;2;100;50;3;532;532
01054116;Schwabstedt;1964;148;70;52;2;2;7;4;1;68;66;1452;205;0;257;71;0;35;35
01054118;Schwesing;1563;179;58;35;0;9;48;1;1;62;58;1118;0;21;123;9;0;134;134
01054119;Seeth;1356;172;47;24;0;1;77;73;0;47;44;1095;15;16;9;71;0;9;9
01054120;Simonsberg;1748;155;54;35;0;37;14;10;0;51;47;1477;0;0;1;80;0;36;36
01054121;Sönnebüll;429;42;22;13;0;1;1;1;0;19;19;366;0;0;2;2;0;18;18
01054123;Sollwitt;1095;69;31;10;0;0;0;0;0;37;37;888;0;0;100;10;0;29;29
01054124;Sprakebüll;1137;66;29;12;0;2;2;1;0;33;31;940;7;0;111;19;0;0;0
01054125;Stadum;1974;235;119;44;8;8;27;1;0;80;80;1370;0;1;339;30;0;0;0
01054126;Stedesand;1519;134;68;34;2;4;2;0;0;60;49;1322;0;0;3;59;0;1;1
01054128;Struckum;892;114;62;40;6;2;4;3;0;46;42;756;1;0;2;19;0;1;1
01054129;Süderende;259;33;17;7;0;0;3;1;1;12;12;215;0;0;6;5;0;0;0
01054130;Süderhöft;260;18;3;1;0;1;2;2;0;12;12;197;0;0;18;20;0;7;7
01054131;Süderlügum;2659;319;161;97;8;6;11;2;0;141;135;1669;32;65;612;57;0;2;2
01054132;Südermarsch;3023;170;18;8;1;0;8;8;0;144;135;2569;0;0;33;87;0;164;164
01054133;Sylt-Ost;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
01054134;Tating;2949;209;102;69;1;2;9;8;1;96;81;2595;0;0;5;59;0;82;82
01054135;Tetenbüll;3648;193;93;45;1;0;6;5;0;94;93;3317;0;0;2;121;0;16;16
01054136;Tinningstedt;891;106;27;12;0;0;1;0;0;79;25;727;0;0;44;14;0;0;0
01054138;Tönning;4441;440;215;148;15;5;53;42;3;163;139;2719;31;1;314;783;0;186;186
01054140;Tümlauer Koog;620;41;22;10;0;0;2;1;0;17;17;549;0;0;0;17;0;12;12
01054141;Uelvesbüll;1023;66;36;19;1;0;1;1;0;28;28;937;0;0;1;14;0;6;5
01054142;Uphusum;706;65;30;20;1;1;0;0;0;34;30;563;1;0;17;44;0;17;17
01054143;Utersum;526;73;41;26;0;3;4;3;0;26;26;384;0;0;28;16;0;24;23
01054144;Viöl;1895;194;108;56;4;3;7;4;2;74;74;1625;0;0;19;25;30;4;4
01054145;Vollerwiek;462;48;33;19;0;0;1;0;0;13;13;408;0;0;1;5;0;0;0
01054146;Vollstedt;618;46;16;7;1;2;1;1;0;27;27;560;0;0;8;4;0;0;0
01054148;Welt;820;68;33;20;0;0;0;0;0;35;35;736;0;0;1;16;0;1;1
01054149;Wenningstedt-Braderup (Sylt);616;225;141;125;1;2;38;17;0;44;44;286;0;78;8;14;5;77;77
01054150;Westerhever;1332;114;35;21;1;0;1;1;0;78;32;1169;0;0;0;41;0;8;8
01054151;Westerland;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
01054152;Wester-Ohrstedt;1854;142;70;36;2;3;1;1;0;67;56;1363;0;0;329;18;0;2;1
01054154;Westre;1913;122;50;22;1;5;3;0;0;64;64;1475;0;16;271;38;0;8;7
01054156;Winnert;1888;116;56;28;3;5;2;1;0;54;52;1659;20;0;59;29;0;25;25
01054157;Wisch;305;23;9;5;0;0;1;1;0;12;10;266;0;0;8;6;0;2;2
01054158;Witsum;159;16;9;7;0;0;0;0;0;6;6;120;0;0;4;2;0;16;16
01054159;Wittbek;1991;122;58;26;1;5;1;0;0;58;58;1737;0;0;104;21;1;7;7
01054160;Wittdün auf Amrum;260;55;29;22;1;1;8;7;0;17;11;19;0;9;9;7;0;170;170
01054161;Witzwort;2814;183;89;48;6;0;3;1;1;90;76;2564;0;0;5;60;0;2;2
01054162;Wobbenbüll;169;39;30;26;0;0;1;0;0;8;8;125;0;0;3;1;0;0;0
01054163;Wrixum;755;69;30;23;0;1;5;2;0;33;33;617;0;0;51;18;0;0;0
01054164;Wyk auf Föhr;808;299;181;127;8;6;22;10;3;87;64;401;0;0;36;60;0;13;13
01054165;Galmsbüll;4905;225;83;43;1;4;2;2;2;134;130;4574;0;0;3;102;0;0;0
01054166;Emmelsbüll-Horsbüll;3573;291;120;68;5;27;10;8;0;135;126;3114;0;0;15;144;0;10;10
01054167;Enge-Sande;2482;294;194;52;6;2;6;3;2;88;86;1823;0;5;273;57;0;35;35
01054168;Sylt;5732;1663;666;501;37;29;154;76;6;807;306;2410;0;90;104;751;26;778;772
01055001;Ahrensbök;9537;692;389;227;31;10;38;29;6;248;247;7353;20;0;1332;97;28;36;36
01055002;Altenkrempe;3664;198;75;51;0;12;16;12;2;93;85;2691;0;0;690;61;1;23;22
01055004;Bad Schwartau;1839;676;448;331;35;3;61;43;5;159;151;925;0;0;190;32;14;3;3
01055006;Beschendorf;854;79;33;28;0;0;0;0;0;45;39;742;0;0;20;12;0;0;0
01055007;Bosau;6425;420;220;144;0;2;46;17;1;151;151;5354;0;0;522;112;8;10;10
01055010;Dahme;911;154;82;71;0;0;30;25;0;41;41;586;2;0;111;20;0;40;40
01055011;Damlos;935;83;36;28;0;0;2;1;0;45;42;557;0;0;292;3;0;0;0
01055012;Eutin;4140;927;571;369;42;8;92;68;12;244;226;1667;0;0;920;597;11;18;17
01055014;Göhl;2120;128;70;38;2;12;10;7;0;36;33;1874;0;0;56;23;0;38;38
01055015;Gremersdorf;4576;301;108;53;6;21;38;36;0;134;134;3850;7;0;106;52;14;252;252
01055016;Grömitz;5111;704;345;286;6;9;169;93;3;177;174;3932;0;0;355;73;0;47;47
01055017;Großenbrode;2098;302;122;90;16;6;61;28;2;110;95;1595;0;0;43;114;1;44;44
01055018;Grube;2020;179;63;48;7;1;45;41;1;70;58;1708;0;0;57;52;0;23;23
01055020;Harmsdorf;1782;69;42;28;0;1;4;1;0;22;22;1241;0;0;435;37;0;1;1
01055021;Heiligenhafen;1832;485;272;185;17;10;55;46;10;138;135;892;3;0;29;330;1;97;96
01055022;Heringsdorf (Holstein);2942;198;95;60;0;3;32;23;0;69;64;2560;0;0;145;24;0;15;15
01055023;Kabelhorst;574;49;25;21;0;0;1;0;0;22;22;512;0;0;10;3;0;0;0
01055024;Kasseedorf;3377;222;104;57;7;10;31;19;0;78;77;1966;5;0;989;156;42;2;2
01055025;Kellenhusen (Ostsee);817;126;63;48;0;0;24;20;0;39;39;219;0;0;456;4;0;11;11
01055027;Lensahn;2770;341;216;135;20;2;17;13;3;104;96;2091;1;0;298;39;1;1;1
01055028;Malente;6906;778;464;338;24;11;74;43;6;223;191;3588;5;0;1487;938;111;3;3
01055029;Manhagen;963;49;23;16;0;1;1;0;0;24;24;676;0;0;232;4;1;1;0
01055031;Neukirchen;2850;246;79;54;1;1;94;84;2;70;60;2411;0;0;61;117;1;15;15
01055032;Neustadt in Holstein;1974;775;441;272;37;13;138;114;8;176;147;903;16;0;55;210;0;31;31
01055033;Oldenburg in Holstein;3968;785;466;236;33;6;101;83;5;207;196;2183;23;0;180;120;2;699;696
01055035;Ratekau;5960;982;516;360;57;20;100;27;4;342;316;3727;16;0;1022;174;34;21;21
01055036;Riepsdorf;2581;147;73;49;0;2;8;6;0;64;64;2336;0;0;67;31;0;0;0
01055037;Schashagen;4146;436;155;117;10;2;127;46;0;151;145;3471;2;0;194;30;0;16;16
01055038;Schönwalde am Bungsberg;3906;241;133;86;2;2;16;11;1;88;88;2772;0;0;814;57;13;9;8
01055039;Sierksdorf;1950;299;106;67;1;0;60;29;0;133;119;1397;0;0;227;7;0;20;20
01055040;Stockelsdorf;5670;857;490;335;40;18;103;58;5;240;240;4634;25;0;122;50;2;5;5
01055041;Süsel;7531;633;355;209;16;7;49;35;3;219;201;5742;3;0;696;392;54;14;14
01055042;Timmendorfer Strand;2013;486;303;215;7;4;54;40;8;117;108;796;11;0;177;522;0;32;32
01055043;Wangels;6712;414;161;103;3;5;89;66;1;158;158;4983;5;0;1017;248;1;50;46
01055044;Scharbeutz;5253;885;489;349;21;3;101;73;4;289;262;3368;0;0;635;329;0;36;36
01055046;Fehmarn;18548;1700;754;523;32;28;281;188;6;631;588;15323;7;19;120;1091;0;314;313
01056001;Appen;2028;373;176;112;15;28;47;23;1;121;94;1410;24;2;147;46;45;7;7
01056002;Barmstedt;1717;408;267;186;29;4;30;23;8;99;94;923;0;0;360;26;0;0;0
01056003;Bevern;804;77;39;17;3;0;5;4;0;33;33;702;0;0;17;5;1;3;2
01056004;Bilsen;620;70;41;21;4;0;3;2;0;26;26;523;0;3;25;1;0;1;0
01056005;Bönningstedt;1205;272;144;94;18;1;61;6;3;63;56;766;0;0;149;18;0;0;0
01056006;Bokel;1602;104;47;19;4;4;7;1;0;46;46;1414;0;0;42;37;2;2;2
01056008;Bokholt-Hanredder;856;125;73;41;12;0;3;1;0;49;43;637;0;0;79;12;0;2;2
01056009;Borstel-Hohenraden;1488;201;89;60;1;1;46;5;0;65;64;1080;8;0;201;7;0;1;1
01056010;Brande-Hörnerkirchen;1314;140;74;45;2;2;8;5;2;54;54;1114;2;0;51;9;0;0;0
01056011;Bullenkuhlen;394;36;19;9;0;0;1;1;0;16;16;347;0;0;8;2;0;0;0
01056013;Ellerbek;911;234;166;120;25;2;17;7;0;50;50;630;0;0;31;16;0;0;0
01056014;Ellerhoop;1080;145;80;41;3;2;14;12;0;49;49;851;0;0;76;6;0;2;2
01056015;Elmshorn;2137;1507;988;639;131;19;182;126;17;302;276;449;0;0;128;52;0;1;0
01056016;Groß Nordende;564;54;37;21;3;1;3;3;0;14;14;475;0;0;14;17;0;4;4
01056017;Groß Offenseth-Aspern;1056;70;30;13;1;0;1;1;0;39;39;819;2;0;158;8;0;1;1
01056018;Halstenbek;1258;555;387;294;23;4;34;16;4;127;100;641;0;0;45;17;0;0;0
01056019;Haselau;1888;149;59;35;2;0;58;3;0;31;31;876;0;0;114;604;0;145;144
01056020;Haseldorf;1808;158;77;54;5;9;16;12;1;55;55;1376;0;0;60;81;0;133;133
01056021;Hasloh;1107;194;117;94;3;0;12;7;0;64;58;733;0;2;173;6;0;1;1
01056022;Heede;1548;125;57;26;9;1;9;5;0;57;55;1028;0;6;375;18;0;2;1
01056023;Heidgraben;538;151;100;82;4;0;13;6;0;38;37;336;0;0;37;10;0;4;3
01056024;Heist;996;262;108;82;4;1;16;7;1;136;45;465;2;2;182;11;0;75;75
01056025;Helgoland;420;71;28;10;6;3;13;8;1;26;13;3;0;0;6;247;0;93;93
01056026;Hemdingen;1642;166;86;49;6;2;10;4;0;69;69;1294;10;3;144;5;27;7;6
01056027;Hetlingen;2410;149;49;35;4;58;3;3;0;38;38;1133;0;0;176;842;0;110;110
01056028;Holm;1605;339;129;85;17;2;137;2;3;69;69;1032;0;60;215;17;1;1;0
01056029;Klein Nordende;1079;191;124;105;2;4;9;4;0;55;52;735;0;1;114;19;16;4;4
01056030;Klein Offenseth-Sparrieshoop;1692;265;138;84;10;7;13;9;0;106;100;1328;0;0;63;29;1;5;5
01056031;Kölln-Reisiek;677;155;93;68;4;0;10;9;7;43;42;460;0;0;54;8;1;0;0
01056032;Kummerfeld;650;141;78;50;7;4;13;4;2;44;44;372;1;0;129;8;0;0;0
01056033;Seester;1157;91;60;31;5;1;2;0;1;28;28;1009;0;0;13;44;0;0;0
01056034;Langeln;1028;90;42;17;2;0;1;0;0;47;44;848;0;0;74;9;4;2;1
01056035;Lutzhorn;2172;199;70;25;2;2;52;2;0;76;75;1597;0;0;345;14;17;1;1
01056036;Moorrege;1076;239;172;114;19;2;14;9;1;50;49;717;0;0;69;37;0;15;15
01056037;Neuendeich;854;69;38;19;2;0;6;5;0;25;25;749;0;0;2;34;0;0;0
01056038;Osterhorn;638;62;29;12;3;1;0;0;0;32;22;561;2;0;5;10;0;0;0
01056039;Pinneberg;2154;1240;787;545;88;17;159;100;12;265;227;704;0;0;164;35;0;12;12
01056040;Prisdorf;523;191;93;63;12;0;65;9;0;33;26;262;0;0;47;20;0;3;3
01056041;Quickborn;4317;1114;686;489;77;9;139;49;8;271;255;2206;1;50;812;39;143;3;3
01056042;Raa-Besenbek;1299;89;50;20;3;3;7;7;0;29;26;1174;0;0;3;32;0;0;0
01056043;Rellingen;1318;644;465;318;79;3;40;24;7;129;123;607;0;0;40;27;0;0;0
01056044;Schenefeld, Stadt;999;531;387;270;71;1;34;14;0;110;104;409;0;0;46;13;0;0;0
01056045;Seestermühe;2335;99;50;31;2;2;13;11;0;33;32;1138;1;0;76;804;0;217;217
01056046;Seeth-Ekholt;689;89;44;26;1;0;5;3;0;40;40;550;0;0;45;6;0;0;0
01056047;Tangstedt;1252;162;82;50;5;0;34;3;0;47;47;1027;0;0;43;17;0;2;2
01056048;Tornesch;2061;624;397;269;55;16;30;19;4;177;163;1127;3;0;291;19;0;0;0
01056049;Uetersen;1143;600;442;296;75;9;38;28;11;100;95;474;0;0;46;21;0;2;2
01056050;Wedel;3382;985;661;427;140;16;90;62;17;201;185;1312;0;0;332;665;22;67;67
01056051;Westerhorn;937;114;66;39;11;6;1;1;0;40;35;769;43;0;34;18;0;2;2
01057001;Ascheberg (Holstein);2093;198;119;82;7;1;21;18;2;55;41;1174;0;0;121;599;0;1;1
01057002;Barmissen;515;26;11;5;0;1;0;0;0;14;14;486;0;0;2;1;0;0;0
01057003;Barsbek;873;50;29;19;0;0;1;1;0;21;21;787;0;0;13;22;0;1;1
01057004;Behrensdorf (Ostsee);2085;139;50;35;0;0;38;31;0;51;45;1232;0;0;226;471;0;17;17
01057005;Belau;1489;76;36;21;0;0;5;5;0;35;28;1084;1;0;132;166;30;1;0
01057006;Bendfeld;441;23;12;7;0;0;0;0;0;10;10;415;0;0;2;1;0;0;0
01057007;Blekendorf;3834;267;131;71;1;3;42;28;1;91;89;3165;0;0;239;139;1;23;17
01057008;Bönebüttel;2040;178;93;62;1;3;7;1;0;75;69;1548;0;2;297;16;0;2;2
01057009;Bösdorf;2110;263;92;53;7;0;100;34;1;70;69;1399;2;0;264;165;14;4;4
01057010;Boksee;553;46;27;19;1;0;5;5;0;14;14;465;0;3;37;1;1;2;2
01057011;Bothkamp;1385;63;29;14;0;0;1;1;0;33;33;989;0;0;160;169;0;5;5
01057012;Brodersdorf;363;41;23;13;0;0;0;0;0;17;17;306;0;0;11;4;0;2;2
01057013;Dannau;912;64;37;24;1;0;2;0;0;25;25;759;0;0;83;6;0;0;0
01057015;Dersau;751;85;51;30;0;0;12;9;0;22;22;615;3;0;45;5;0;0;0
01057016;Dobersdorf;2191;130;65;38;3;7;10;7;0;48;48;1190;0;0;499;367;0;5;3
