AGS;Name;Insgesamt;Fernheizung (Fernwärme);Etagenheizung;Blockheizung;Zentralheizung;Einzel-oder Mehrraumöfen;keine Heizung im Gebäude
01051026;Eggstedt;307;6;6;-;277;18;-
01051027;Elpersbüttel;334;-;4;-;317;13;-
01051028;Epenwöhrden;261;6;3;-;246;6;-
01051030;Fedderingen;101;-;-;-;95;6;-
01051032;Frestedt;153;3;-;-;141;9;-
01051033;Friedrichsgabekoog;24;-;-;-;24;-;-
01051034;Friedrichskoog;1773;41;37;12;1202;481;-
01051035;Gaushorn;67;-;-;-;67;-;-
01051036;Glüsing;40;3;-;3;31;3;-
01051037;Großenrade;200;8;4;-;173;15;-
01051038;Groven;42;-;-;-;36;6;-
01051039;Gudendorf;153;-;4;-;138;11;-
01051040;Hägen;-;-;-;-;-;-;-
01051043;Hedwigenkoog;93;3;7;-;83;-;-
01051044;Heide;6527;182;466;31;5735;103;10
01051045;Hellschen-Heringsand-Unterschaar;72;-;3;-;60;9;-
01051046;Helse;366;17;-;-;321;28;-
01051047;Hemme;230;-;4;3;210;13;-
01051048;Hemmingstedt;1140;18;30;32;999;58;3
01051049;Hennstedt;841;3;12;3;759;64;-
01051050;Hillgroven;47;-;-;-;34;13;-
01051051;Hochdonn;471;13;15;-;431;9;3
01051052;Hövede;15;-;-;-;15;-;-
01051053;Hollingstedt;119;14;-;-;105;-;-
01051054;Immenstedt;41;-;-;-;31;10;-
01051057;Kaiser-Wilhelm-Koog;171;9;13;-;146;3;-
01051058;Karolinenkoog;69;-;-;-;69;-;-
01051060;Kleve, Dithmarschen;184;6;-;-;166;9;3
01051061;Krempel;245;-;4;-;226;15;-
01051062;Kronprinzenkoog;383;9;6;-;338;30;-
01051063;Krumstedt;207;-;-;-;191;13;3
01051064;Kuden;253;6;-;-;223;24;-
01051065;Lehe;471;9;15;-;419;25;3
01051067;Lieth;129;116;-;-;10;3;-
01051068;Linden;321;22;-;6;278;15;-
01051069;Lohe-Rickelshof;768;23;41;6;686;12;-
01051071;Lunden;592;27;21;6;498;37;3
01051072;Marne;2128;53;134;32;1872;34;3
01051073;Marnerdeich;148;10;-;-;138;-;-
01051074;Meldorf;2783;211;133;68;2273;89;9
01051075;Neuenkirchen;389;9;6;-;330;44;-
01051076;Neufeld;285;15;3;3;244;20;-
01051077;Neufelderkoog;47;-;-;-;43;-;4
01051078;Nindorf;437;12;3;-;409;13;-
01051079;Norddeich;193;3;-;-;178;12;-
01051080;Norderheistedt;49;9;-;-;40;-;-
01051081;Norderwöhrden;115;-;-;-;106;9;-
01051082;Nordhastedt;1030;16;49;3;923;39;-
01051083;Odderade;136;3;-;-;115;18;-
01051084;Oesterdeichstrich;95;-;3;-;86;6;-
01051085;Offenbüttel;99;-;-;3;90;6;-
01051086;Osterrade;167;-;-;-;144;19;4
01051087;Ostrohe;381;13;12;-;349;7;-
01051088;Pahlen;423;10;6;3;363;41;-
01051089;Quickborn;82;3;-;-;69;10;-
01051090;Ramhusen;61;3;-;-;48;10;-
01051092;Rehm-Flehde-Bargen;205;-;7;-;183;15;-
01051093;Reinsbüttel;171;-;3;6;162;-;-
01051096;Sankt Annen;136;6;-;-;121;6;3
01051097;Sankt Michaelisdonn;1350;26;18;20;1246;37;3
01051098;Sarzbüttel;309;11;15;-;270;13;-
01051099;Schafstedt;506;14;0;-;441;48;3
01051100;Schalkholz;238;14;-;-;206;18;-
01051102;Schlichting;97;-;3;-;85;6;3
01051103;Schmedeswurth;71;4;-;-;67;-;-
01051104;Schrum;23;-;-;-;20;3;-
01051105;Schülp;208;3;-;-;186;19;-
01051107;Stelle-Wittenwurth;165;3;3;-;150;6;3
01051108;Strübbel;58;-;-;-;55;3;-
01051109;Süderdeich;194;14;9;-;168;3;-
01051110;Süderhastedt;305;-;-;-;296;9;-
01051111;Süderheistedt;-;-;-;-;-;-;-
01051113;Wöhrden;543;10;13;-;461;56;3
01051114;Tellingstedt;988;38;26;3;897;24;-
01051117;Tielenhemme;103;10;6;-;48;39;-
01051118;Trennewurth;138;3;-;-;126;9;-
01051119;Volsemenhusen;145;-;4;-;128;13;-
01051120;Wallen;20;-;4;-;16;-;-
01051121;Warwerort;186;6;12;-;100;68;-
01051122;Weddingstedt;877;59;9;3;790;16;-
01051125;Welmbüttel;161;10;-;-;139;12;-
01051126;Wennbüttel;39;-;-;-;36;3;-
01051127;Wesselburen;1218;42;24;-;1089;54;9
01051128;Wesselburener Deichhausen;68;4;-;-;64;-;-
01051129;Wesselburenerkoog;126;7;3;-;88;28;-
01051130;Wesseln;542;35;9;3;476;19;-
01051131;Westerborstel;46;4;4;-;38;-;-
01051132;Westerdeichstrich;430;12;26;-;358;34;-
01051133;Wiemerstedt;58;-;-;-;52;6;-
01051134;Windbergen;317;6;9;6;296;0;-
01051135;Wolmersdorf;132;3;6;-;120;3;-
01051136;Wrohm;301;6;6;3;240;46;-
01051137;Nordermeldorf;253;3;-;-;238;6;6
01051138;Tensbüttel-Röst;232;6;3;-;201;22;-
01051139;Süderdorf;123;-;-;-;120;3;-
01051140;Oesterwurth;109;-;-;3;97;9;-
01051141;Süderheistedt;215;-;-;3;205;7;-
01053001;Albsfelde;32;-;-;-;28;4;-
01053002;Alt Mölln;281;7;6;-;247;21;-
01053003;Aumühle;975;30;39;10;893;3;-
01053004;Bäk;322;10;-;-;303;9;-
01053005;Bälau;72;3;-;3;60;6;-
01053006;Basedow;262;6;14;3;208;31;-
01053007;Basthorst;161;-;3;-;155;3;-
01053008;Behlendorf;139;-;3;-;129;7;-
01053009;Berkenthin;627;17;10;3;571;26;-
01053010;Besenthal;26;-;-;-;23;3;-
01053011;Bliestorf;217;-;6;-;204;7;-
01053012;Börnsen;1321;236;51;24;987;16;7
01053013;Borstorf;108;-;3;-;99;6;-
01053014;Breitenfelde;605;33;19;-;524;29;-
01053015;Bröthen;101;3;-;-;89;9;-
01053016;Brunsmark;84;-;3;-;57;24;-
01053017;Brunstorf;207;7;6;-;190;4;-
01053018;Buchholz;94;-;-;13;77;4;-
01053019;Buchhorst;57;-;-;3;51;3;-
01053020;Büchen;1715;114;24;29;1484;57;7
01053021;Dahmker;60;10;-;4;46;-;-
01053022;Dalldorf;142;-;6;4;122;10;-
01053023;Dassendorf;1095;61;9;13;979;30;3
01053024;Düchelsdorf;56;7;-;3;46;-;-
01053025;Duvensee;159;3;-;-;150;6;-
01053026;Einhaus;135;6;3;-;123;3;-
01053027;Elmenhorst;261;3;10;6;233;9;-
01053028;Escheburg;1026;179;28;22;778;19;-
01053029;Fitzen;164;6;-;3;79;76;-
01053030;Fredeburg;10;-;-;-;10;-;-
01053031;Fuhlenhagen;81;-;-;3;78;-;-
01053032;Geesthacht;7110;410;343;75;6072;204;6
01053033;Giesensdorf;46;3;-;-;40;3;-
01053034;Göldenitz;79;-;-;-;76;3;-
01053035;Göttin;32;-;-;-;32;-;-
01053036;Grabau;111;6;-;-;92;9;4
01053037;Grambek;172;10;-;-;152;10;-
01053038;Grinau;80;-;7;-;73;-;-
01053039;Groß Boden;76;-;-;3;70;3;-
01053040;Groß Disnack;31;-;-;-;31;-;-
01053041;Groß Grönau;1354;27;45;6;1252;24;-
01053042;Groß Pampau;52;3;-;-;43;6;-
01053043;Groß Sarau;327;26;13;3;267;18;-
01053044;Groß Schenkenberg;183;3;15;-;158;7;-
01053045;Grove;91;-;-;-;88;3;-
01053046;Gudow;640;12;13;6;540;65;4
01053047;Gülzow;393;6;18;0;357;12;-
01053048;Güster;623;13;18;6;452;128;6
01053049;Hamfelde;180;9;3;-;168;0;-
01053050;Hamwarde;251;17;-;-;210;24;-
01053051;Harmsdorf;97;-;6;-;91;-;-
01053052;Havekost;52;12;-;-;40;-;-
01053053;Hohenhorn;169;9;10;-;140;10;-
01053054;Hollenbek;165;10;10;-;133;12;-
01053056;Hornbek;80;-;6;6;56;12;-
01053057;Horst;95;6;-;-;82;7;-
01053058;Juliusburg;57;4;3;-;50;-;-
01053059;Kankelau;64;-;-;-;58;6;-
01053060;Kasseburg;181;-;-;-;174;7;-
01053061;Kastorf;397;6;18;-;345;28;-
01053062;Kittlitz;100;-;-;-;77;23;-
01053064;Klein Pampau;210;9;-;3;180;15;3
01053066;Klein Zecher;98;3;6;-;80;9;-
01053067;Klempau;224;4;8;3;209;-;-
01053068;Klinkrade;193;32;6;-;152;3;-
01053069;Koberg;254;3;3;-;229;19;-
01053070;Köthel;93;-;3;-;90;-;-
01053071;Kollow;205;17;3;-;179;6;-
01053072;Kröppelshagen-Fahrendorf;404;9;9;3;370;13;-
01053073;Krüzen;112;3;-;-;100;9;-
01053074;Krukow;56;3;-;-;50;3;-
01053075;Krummesse;606;13;10;3;565;15;-
01053076;Kuddewörde;447;18;9;-;408;12;-
01053077;Kühsen;132;3;3;-;117;9;-
01053078;Kulpin;67;-;-;3;61;3;-
01053079;Labenz;271;25;15;-;225;6;-
01053080;Langenlehsten;51;-;-;-;40;11;-
01053081;Lankau;183;6;9;-;141;27;-
01053082;Lanze;99;12;9;-;72;6;-
01053083;Lauenburg/Elbe;3155;93;149;28;2787;92;6
01053084;Lehmrade;148;3;3;-;139;3;-
01053085;Linau;422;12;10;-;378;22;-
01053086;Lüchow;100;6;6;-;79;9;-
01053087;Lütau;219;3;3;-;210;3;-
01053088;Mechow;36;6;6;-;24;-;-
01053089;Möhnsen;170;7;-;3;154;6;-
01053090;Mölln;5177;401;237;105;4280;151;3
01053091;Mühlenrade;66;-;3;-;63;-;-
01053092;Müssen;362;7;14;6;307;28;-
01053093;Mustin;269;12;10;-;215;32;-
01053094;Niendorf bei Berkenthin;64;-;-;-;64;-;-
01053095;Niendorf/Stecknitz;216;-;13;-;191;12;-
01053096;Nusse;358;12;6;3;325;12;-
01053097;Panten;290;25;9;3;190;63;-
01053098;Pogeez;146;6;-;-;136;4;-
01053099;Poggensee;113;-;-;-;113;-;-
01053100;Ratzeburg;3718;246;186;70;3155;61;-
01053101;Ritzerau;96;-;12;3;78;3;-
01053102;Römnitz;23;-;-;-;23;-;-
01053103;Rondeshagen;263;3;6;-;245;9;-
01053104;Roseburg;199;3;-;-;184;12;-
01053105;Sachsenwald;-;x;x;x;x;x;x
01053106;Sahms;127;-;3;-;121;3;-
01053107;Salem;289;14;6;-;246;23;-
01053108;Sandesneben;549;148;19;13;359;10;-
01053109;Schiphorst;185;7;6;-;160;12;-
01053110;Schmilau;217;6;3;3;173;32;-
01053111;Schnakenbek;320;6;7;-;289;18;-
01053112;Schönberg;429;29;16;-;358;26;-
01053113;Schretstaken;160;3;0;-;154;3;-
01053114;Schürensöhlen;58;-;-;-;55;3;-
01053115;Schulendorf;158;7;7;-;135;6;3
01053116;Schwarzenbek;3604;1056;76;55;2366;51;-
01053117;Seedorf;257;6;10;-;209;32;-
01053118;Siebenbäumen;200;7;15;3;172;0;3
01053119;Siebeneichen;88;3;-;-;79;6;-
01053120;Sierksrade;110;-;-;-;98;12;-
01053121;Sirksfelde;125;-;7;3;109;6;-
01053122;Steinhorst;199;-;-;3;181;15;-
01053123;Sterley;334;17;-;3;302;12;-
01053124;Stubben;130;-;3;-;121;3;3
01053125;Talkau;193;3;6;3;174;7;-
01053126;Tramm;118;-;-;4;105;9;-
01053127;Walksfelde;67;-;3;-;64;-;-
01053128;Wangelau;66;-;-;-;63;3;-
01053129;Wentorf bei Hamburg;2662;498;99;62;1968;35;-
01053130;Wentorf (Amt Sandesneben);238;15;7;-;192;24;-
01053131;Wiershop;64;-;-;3;55;3;3
01053132;Witzeeze;294;15;6;3;257;13;-
01053133;Wohltorf;802;26;15;7;745;9;-
01053134;Woltersdorf;113;3;-;-;92;18;-
01053135;Worth;59;-;3;3;41;12;-
01053136;Ziethen;318;4;9;-;302;3;-
01054001;Achtrup;558;30;18;9;486;15;-
01054002;Ahrenshöft;215;3;10;-;199;3;-
01054003;Ahrenviöl;176;13;6;-;150;7;-
01054004;Ahrenviölfeld;93;-;-;-;90;3;-
01054005;Alkersum;175;-;-;-;149;26;-
01054006;Almdorf;215;13;6;-;183;13;-
01054007;Arlewatt;121;-;-;-;121;-;-
01054009;Aventoft;214;-;9;-;183;22;-
01054010;Bargum;236;14;3;3;204;12;-
01054011;Behrendorf;213;9;-;16;175;13;-
01054012;Bohmstedt;303;28;6;-;255;11;3
01054013;Bondelum;60;-;3;3;47;7;-
01054014;Bordelum;832;88;22;9;661;52;-
01054015;Borgsum;141;9;3;6;114;9;-
01054016;Bosbüll;81;4;-;3;74;-;-
01054017;Braderup;283;45;3;-;214;21;-
01054018;Bramstedtlund;82;3;-;-;76;3;-
01054019;Bredstedt;1950;285;19;43;1560;34;9
01054020;Breklum;871;41;20;20;755;32;3
01054022;Dagebüll;430;3;10;-;364;53;-
01054023;Drage;228;15;-;-;213;0;-
01054024;Drelsdorf;494;20;10;-;449;15;-
01054025;Dunsum;46;-;-;-;43;3;-
01054026;Elisabeth-Sophien-Koog;22;-;-;-;22;-;-
01054027;Ellhöft;41;-;-;-;23;18;-
01054032;Fresendelf;53;-;-;-;35;18;-
01054033;Friedrichstadt;1041;81;59;27;852;22;-
01054034;Friedrich-Wilhelm-Lübke-Koog;57;-;-;-;51;6;-
01054035;Garding, Kirchspiel;133;3;-;-;113;17;-
01054036;Garding;1037;26;22;3;919;64;3
01054037;Goldebek;117;3;3;3;98;10;-
01054038;Goldelund;141;-;-;3;122;13;3
01054039;Gröde;4;-;-;-;4;-;-
01054040;Grothusenkoog;15;-;-;3;6;6;-
01054041;Haselund;311;19;0;-;274;18;-
01054042;Hattstedt;926;26;34;6;781;79;-
01054043;Hattstedtermarsch;119;-;-;-;104;15;-
01054045;Högel;160;-;-;-;154;6;-
01054046;Hörnum (Sylt);474;24;6;3;410;27;4
01054048;Holm;39;-;-;-;39;-;-
01054050;Hallig Hooge;69;-;-;3;60;6;-
01054052;Horstedt;247;0;15;-;232;-;-
01054054;Hude;91;-;3;-;88;-;-
01054055;Humptrup;310;6;3;-;283;18;-
01054056;Husum;6887;284;410;64;6032;97;-
01054057;Immenstedt;226;3;-;-;220;3;-
01054059;Joldelund;285;8;3;6;221;47;-
01054061;Kampen (Sylt);639;35;42;-;546;16;-
01054062;Karlum;80;-;-;-;80;-;-
01054063;Katharinenheerd;83;9;-;-;70;4;-
01054065;Klanxbüll;366;67;-;9;287;3;-
01054068;Klixbüll;359;7;-;9;331;12;-
01054070;Koldenbüttel;344;11;0;-;320;13;-
01054071;Kolkerheide;27;-;-;-;18;9;-
01054072;Kotzenbüll;86;-;-;-;83;3;-
01054073;Ladelund;510;22;9;36;421;22;-
01054074;Langeneß;82;-;3;-;61;18;-
01054075;Langenhorn;1237;73;12;0;1064;88;-
01054076;Leck;2603;359;33;44;2127;40;-
01054077;Lexgaard;26;-;-;-;23;3;-
01054078;List;727;31;23;23;551;96;3
01054079;Löwenstedt;205;4;11;-;173;17;-
01054080;Lütjenholm;123;3;-;-;114;6;-
01054083;Midlum;161;6;4;-;145;6;-
01054084;Mildstedt;1342;242;15;16;1028;41;-
01054085;Nebel;494;3;-;3;454;34;-
01054086;Neukirchen;467;18;-;9;427;13;-
01054087;Nieblum;522;12;3;3;457;47;-
01054088;Niebüll;3122;190;192;34;2670;36;-
01054089;Norddorf auf Amrum;240;6;3;3;205;23;-
01054090;Norderfriedrichskoog;16;-;-;-;16;-;-
01054091;Nordstrand;1154;9;24;18;882;221;-
01054092;Norstedt;151;-;-;-;142;9;-
01054093;Ockholm;159;17;3;-;133;6;-
01054094;Oevenum;190;3;3;-;172;12;-
01054095;Oldenswort;531;26;3;-;473;29;-
01054096;Oldersbek;259;12;-;-;232;15;-
01054097;Olderup;150;3;3;3;129;12;-
01054098;Oldsum;262;3;-;-;244;15;-
01054099;Ostenfeld (Husum);576;19;12;3;526;16;-
01054100;Osterhever;126;3;-;6;97;20;-
01054101;Oster-Ohrstedt;240;15;3;-;212;10;-
01054103;Pellworm;612;9;3;6;478;116;-
01054104;Poppenbüll;114;-;-;-;107;7;-
01054105;Ramstedt;183;7;-;-;167;9;-
01054106;Rantrum;619;16;16;6;550;31;-
01054107;Rantum (Sylt);-;-;-;-;-;-;-
01054108;Reußenköge;133;4;-;-;123;6;-
01054109;Risum-Lindholm;1363;137;12;7;1169;38;-
01054110;Rodenäs;175;-;-;-;175;-;-
01054113;Sankt Peter-Ording;2209;74;49;10;1822;248;6
01054116;Schwabstedt;516;42;6;4;452;12;-
01054118;Schwesing;334;16;9;6;297;6;-
01054119;Seeth;225;9;-;3;207;3;3
01054120;Simonsberg;368;-;4;7;283;71;3
01054121;Sönnebüll;97;15;7;6;66;3;-
01054123;Sollwitt;108;3;-;3;93;9;-
01054124;Sprakebüll;83;3;-;-;73;7;-
01054125;Stadum;367;15;3;13;330;6;-
01054126;Stedesand;313;6;3;3;279;22;-
01054128;Struckum;386;18;7;-;331;30;-
01054129;Süderende;89;-;3;-;79;7;-
01054130;Süderhöft;9;-;-;-;9;-;-
01054131;Süderlügum;936;20;15;9;852;40;-
01054132;Südermarsch;49;-;3;-;43;3;-
01054133;Sylt-Ost;-;-;-;-;-;-;-
01054134;Tating;513;10;9;-;441;47;6
01054135;Tetenbüll;334;6;6;4;294;24;-
01054136;Tinningstedt;79;-;-;-;79;-;-
01054138;Tönning;1950;201;89;9;1597;51;3
01054140;Tümlauer Koog;42;-;-;-;42;-;-
01054141;Uelvesbüll;132;7;3;-;85;33;4
01054142;Uphusum;160;30;3;3;117;7;-
01054143;Utersum;193;34;3;-;150;6;-
01054144;Viöl;666;144;18;-;485;19;-
01054145;Vollerwiek;115;3;3;-;106;3;-
01054146;Vollstedt;69;29;-;-;40;-;-
01054148;Welt;116;-;-;-;112;4;-
01054149;Wenningstedt-Braderup (Sylt);1271;60;68;16;1078;46;3
01054150;Westerhever;95;-;7;-;73;15;-
01054151;Westerland;-;-;-;-;-;-;-
01054152;Wester-Ohrstedt;368;21;7;-;324;16;-
01054154;Westre;146;9;3;-;115;19;-
01054156;Winnert;277;13;6;-;231;12;15
01054157;Wisch;44;-;-;-;40;4;-
01054158;Witsum;30;-;-;-;26;4;-
01054159;Wittbek;302;9;16;-;264;13;-
01054160;Wittdün auf Amrum;278;10;3;-;256;9;-
01054161;Witzwort;434;16;9;3;383;23;-
01054162;Wobbenbüll;173;-;-;-;151;22;-
01054163;Wrixum;265;6;3;3;250;3;-
01054164;Wyk auf Föhr;1813;238;31;6;1463;75;-
01054165;Galmsbüll;230;-;3;3;180;44;-
01054166;Emmelsbüll-Horsbüll;424;6;-;4;390;24;-
01054167;Enge-Sande;425;22;7;-;361;35;-
01054168;Sylt;5227;307;262;78;4475;105;-
01055001;Ahrensbök;2678;32;42;39;2425;137;3
01055002;Altenkrempe;364;11;14;12;299;28;-
01055004;Bad Schwartau;4954;283;201;72;4325;73;-
01055006;Beschendorf;188;-;6;-;153;29;-
01055007;Bosau;1291;30;28;3;1156;68;6
01055010;Dahme;827;22;28;-;622;143;12
01055011;Damlos;245;6;9;-;223;7;-
01055012;Eutin;4507;98;208;19;4101;75;6
01055014;Göhl;435;3;9;-;393;30;-
01055015;Gremersdorf;555;12;19;3;483;38;-
01055016;Grömitz;2910;173;116;19;2353;245;4
01055017;Großenbrode;1074;70;21;3;714;256;10
01055018;Grube;393;6;9;6;351;18;3
01055020;Harmsdorf;258;6;6;18;205;23;-
01055021;Heiligenhafen;2762;91;56;26;2414;169;6
01055022;Heringsdorf (Holstein);545;10;4;3;407;121;-
01055023;Kabelhorst;161;3;-;3;142;10;3
01055024;Kasseedorf;509;-;10;-;472;24;3
01055025;Kellenhusen (Ostsee);534;12;24;6;473;19;-
01055027;Lensahn;1534;55;40;6;1402;31;-
01055028;Malente;3069;85;66;21;2808;73;16
01055029;Manhagen;142;-;-;-;121;21;-
01055031;Neukirchen;567;6;12;11;405;122;11
01055032;Neustadt in Holstein;3948;187;371;51;3229;107;3
01055033;Oldenburg in Holstein;2959;413;104;36;2303;96;7
01055035;Ratekau;4747;425;102;43;4060;117;-
01055036;Riepsdorf;400;-;7;6;352;35;-
01055037;Schashagen;883;27;16;0;648;147;45
01055038;Schönwalde am Bungsberg;793;21;22;-;694;53;3
01055039;Sierksdorf;594;30;25;24;477;34;4
01055040;Stockelsdorf;5086;160;148;51;4599;128;-
01055041;Süsel;1816;19;58;7;1626;103;3
01055042;Timmendorfer Strand;3110;201;140;24;2579;163;3
01055043;Wangels;867;12;111;-;693;48;3
01055044;Scharbeutz;3954;321;103;54;3284;182;10
01055046;Fehmarn;5000;217;175;27;3980;565;36
01056001;Appen;1433;56;30;15;1311;21;-
01056002;Barmstedt;2761;60;167;18;2487;29;-
01056003;Bevern;187;3;3;-;178;3;-
01056004;Bilsen;237;7;9;-;221;-;-
01056005;Bönningstedt;1315;56;35;33;1184;7;-
01056006;Bokel;209;7;15;-;183;4;-
01056008;Bokholt-Hanredder;437;7;9;3;398;20;-
01056009;Borstel-Hohenraden;704;6;18;7;666;7;-
01056010;Brande-Hörnerkirchen;500;23;13;4;450;10;-
01056011;Bullenkuhlen;101;3;3;-;92;3;-
01056013;Ellerbek;1436;54;22;9;1348;3;-
01056014;Ellerhoop;465;23;9;3;418;12;-
01056015;Elmshorn;10850;700;607;84;9260;199;-
01056016;Groß Nordende;204;3;4;7;184;6;-
01056017;Groß Offenseth-Aspern;104;3;-;-;92;9;-
01056018;Halstenbek;4662;166;124;42;4286;44;-
01056019;Haselau;371;3;9;4;336;19;-
01056020;Haseldorf;577;3;10;-;555;9;-
01056021;Hasloh;1037;26;41;27;912;28;3
01056022;Heede;234;3;10;-;209;9;3
01056023;Heidgraben;832;26;13;3;790;0;-
01056024;Heist;980;21;17;10;907;25;-
01056025;Helgoland;706;624;3;-;46;33;-
01056026;Hemdingen;484;12;16;-;420;36;-
01056027;Hetlingen;476;12;10;3;439;12;-
01056028;Holm;992;38;19;3;925;7;-
01056029;Klein Nordende;1062;32;23;3;990;14;-
01056030;Klein Offenseth-Sparrieshoop;914;51;47;6;786;24;-
01056031;Kölln-Reisiek;942;6;28;6;890;12;-
01056032;Kummerfeld;713;36;21;12;608;36;-
01056033;Seester;321;3;-;-;314;4;-
01056034;Langeln;179;6;6;-;167;-;-
01056035;Lutzhorn;244;8;4;3;220;6;3
01056036;Moorrege;1430;45;55;-;1304;26;-
01056037;Neuendeich;175;-;-;3;160;12;-
01056038;Osterhorn;124;3;-;6;115;-;-
01056039;Pinneberg;9095;880;596;83;7414;116;6
01056040;Prisdorf;740;22;7;3;699;6;3
01056041;Quickborn;5682;433;186;100;4894;69;-
01056042;Raa-Besenbek;205;3;-;-;199;3;-
01056043;Rellingen;4159;153;186;32;3713;75;-
01056044;Schenefeld, Stadt;4285;562;182;80;3400;61;-
01056045;Seestermühe;371;22;4;-;339;6;-
01056046;Seeth-Ekholt;267;18;3;-;246;-;-
01056047;Tangstedt;690;27;22;3;623;15;-
01056048;Tornesch;3658;407;95;23;3065;68;-
01056049;Uetersen;4521;152;181;13;4091;84;-
01056050;Wedel;6839;253;250;79;6183;74;-
01056051;Westerhorn;439;11;17;3;401;3;4
01057001;Ascheberg (Holstein);1002;24;15;6;917;37;3
01057002;Barmissen;51;-;-;-;48;3;-
01057003;Barsbek;195;12;3;-;173;7;-
01057004;Behrensdorf (Ostsee);337;13;0;3;289;26;6
01057005;Belau;153;6;-;-;144;3;-
01057006;Bendfeld;89;3;-;-;80;6;-
01057007;Blekendorf;669;17;9;-;557;86;-
01057008;Bönebüttel;703;63;22;24;578;16;-
01057009;Bösdorf;479;6;9;4;441;19;-
01057010;Boksee;141;3;-;-;129;6;3
01057011;Bothkamp;90;3;-;3;80;4;-
01057012;Brodersdorf;139;-;6;-;130;3;-
01057013;Dannau;225;8;3;10;201;3;-
01057015;Dersau;301;7;3;3;274;14;-
01057016;Dobersdorf;402;6;13;4;354;25;-
01057017;Dörnick;98;3;-;-;89;6;-
01057018;Fahren;42;-;-;-;42;-;-
01057020;Fiefbergen;189;19;3;-;161;6;-
01057021;Giekau;410;18;13;3;345;31;-
01057022;Grebin;343;6;-;-;315;22;-
01057023;Großbarkau;60;3;-;-;54;3;-
01057024;Großharrie;180;12;-;-;168;-;-
01057025;Heikendorf;2547;229;87;55;2127;49;-
01057026;Helmstorf;113;3;-;-;101;6;3
01057027;Högsdorf;161;-;-;-;142;19;-
01057028;Höhndorf;139;-;3;-;119;17;-
01057029;Hohenfelde;662;28;9;3;365;248;9
01057030;Hohwacht (Ostsee);487;3;17;-;413;54;-
01057031;Honigsee;126;43;-;-;80;3;-
01057032;Kalübbe;198;3;3;-;188;4;-
01057033;Kirchbarkau;267;16;7;-;234;10;-
01057034;Kirchnüchel;76;-;-;-;60;16;-
01057035;Klamp;245;6;6;-;223;10;-
01057037;Klein Barkau;104;-;3;3;89;9;-
01057038;Kletkamp;65;27;-;-;38;-;-
01057039;Köhn;313;6;3;3;251;50;-
01057040;Krokau;136;7;3;-;120;6;-
01057041;Krummbek;134;9;6;-;110;9;-
01057042;Kühren;207;3;3;3;182;16;-
01057043;Laboe;1491;187;33;13;1216;39;3
01057044;Lammershagen;119;-;6;-;110;-;3
01057045;Lebrade;208;22;-;-;169;17;-
01057046;Lehmkuhlen;470;6;3;3;440;18;-
01057047;Löptin;105;-;-;-;96;9;-
01057048;Lütjenburg;1460;171;20;15;1224;30;-
01057049;Lutterbek;145;3;-;-;124;15;3
01057050;Martensrade;309;14;-;7;278;10;-
01057051;Mönkeberg;1162;59;43;3;1039;18;-
01057052;Mucheln;216;10;-;-;196;10;-
01057053;Nehmten;156;10;-;-;118;28;-
01057054;Nettelsee;140;16;-;-;124;-;-
01057055;Panker;555;12;3;-;486;54;-
01057056;Passade;119;20;6;-;90;3;-
01057057;Plön;2295;180;94;27;1936;58;-
01057058;Pohnsdorf;133;3;-;-;118;9;3
01057059;Postfeld;160;4;3;-;142;7;4
01057060;Prasdorf;132;3;-;3;123;3;-
01057062;Preetz;4405;328;137;77;3784;76;3
01057063;Probsteierhagen;656;24;19;3;560;50;-
01057065;Rantzau;132;3;10;-;98;21;-
01057066;Rastorf;296;-;12;10;253;21;-
01057067;Rathjensdorf;166;3;3;-;147;13;-
01057068;Rendswühren;278;13;9;3;229;24;-
01057069;Ruhwinkel;310;18;6;3;263;20;-
01057070;Schellhorn;540;12;12;3;500;13;-
01057071;Schillsdorf;310;9;6;39;231;25;-
01057072;Schlesen;166;-;-;3;157;6;-
01057073;Schönberg (Holstein);1941;179;41;42;1467;209;3
01057074;Schönkirchen;1892;108;78;15;1667;24;-
01057076;Schwartbuck;285;10;10;-;265;0;-
01057077;Selent;430;9;7;6;398;10;-
01057078;Stakendorf;177;3;4;-;167;3;-
01057079;Stein;316;9;-;-;298;9;-
01057080;Stolpe;439;29;13;3;382;12;-
01057081;Stoltenberg;112;-;-;-;103;9;-
01057082;Tröndel;144;11;-;3;121;9;-
01057083;Tasdorf;129;3;-;3;120;3;-
01057084;Wahlstorf;195;-;3;6;174;12;-
01057085;Wankendorf;889;40;13;-;784;52;-
01057086;Warnau;126;-;-;-;123;3;-
01057087;Wendtorf;349;61;3;6;251;25;3
01057088;Wisch;387;19;9;4;220;132;3
01057089;Wittmoldt;80;-;4;-;72;4;-
01057090;Fargau-Pratjau;272;12;3;-;245;9;3
01057091;Schwentinental;4014;281;108;87;3467;71;-
01058001;Achterwehr;333;10;3;-;302;18;-
01058003;Alt Duvenstedt;635;6;11;4;590;24;-
01058004;Altenhof;115;-;-;-;100;15;-
01058005;Altenholz;2845;888;60;30;1853;14;-
01058007;Arpsdorf;101;6;-;-;92;3;-
01058008;Ascheffel;332;15;13;9;288;7;-
01058009;Aukrug;1235;83;48;6;1026;72;-
01058010;Bargstall;53;-;-;-;53;-;-
01058011;Bargstedt;267;16;6;-;219;26;-
